USPS|GEOID|GEOIDFQ|ANSICODE|NAME|ALAND|AWATER|ALAND_SQMI|AWATER_SQMI|INTPTLAT|INTPTLONG
IA|19127|0500000US19127|00465252|Marshall County|1482776064|1803081|572.503|0.696|42.0417|-92.981403
IA|19129|0500000US19129|00465253|Mills County|1132940496|8319853|437.431|3.212|41.033703|-95.619101
IA|19131|0500000US19131|00465254|Mitchell County|1215368205|1118491|469.256|0.432|43.348564|-92.784466
IA|19133|0500000US19133|00465255|Monona County|1797639062|12591063|694.072|4.861|42.049432|-95.956566
IA|19135|0500000US19135|00465256|Monroe County|1123299091|1522790|433.708|0.588|41.028847|-92.869642
IA|19137|0500000US19137|00465257|Montgomery County|1098405770|2410445|424.097|0.931|41.021735|-95.15779
IA|19139|0500000US19139|00465258|Muscatine County|1132964470|30262337|437.44|11.684|41.483778|-91.118704
IA|19141|0500000US19141|00465259|O'Brien County|1484153966|447448|573.035|0.173|43.083746|-95.625624
IA|19143|0500000US19143|00465260|Osceola County|1032593806|1835263|398.687|0.709|43.37847|-95.633886
IA|19145|0500000US19145|00465261|Page County|1385497645|1359013|534.944|0.525|40.739097|-95.144301
IA|19147|0500000US19147|00465262|Palo Alto County|1460400561|14428727|563.864|5.571|43.075337|-94.669055
IA|19149|0500000US19149|00465263|Plymouth County|2234715254|2176851|862.828|0.84|42.737615|-96.215973
IA|19151|0500000US19151|00465264|Pocahontas County|1495094516|3619221|577.259|1.397|42.734033|-94.678279
IA|19153|0500000US19153|00465265|Polk County|1483337984|49645905|572.72|19.168|41.684276|-93.568245
IA|19155|0500000US19155|00465266|Pottawattamie County|2463812995|20356856|951.284|7.86|41.340184|-95.544905
IA|19157|0500000US19157|00465267|Poweshiek County|1514965908|2939275|584.932|1.135|41.684648|-92.522782
IA|19159|0500000US19159|00465268|Ringgold County|1386922824|8732662|535.494|3.372|40.735334|-94.244251
IA|19161|0500000US19161|00465269|Sac County|1489300197|8569436|575.022|3.309|42.387526|-95.105224
IA|19163|0500000US19163|00465270|Scott County|1186475550|26184355|458.101|10.11|41.642079|-90.622289
IA|19165|0500000US19165|00465271|Shelby County|1530103547|1486126|590.776|0.574|41.679014|-95.308917
IA|19167|0500000US19167|00465272|Sioux County|1988881487|2802041|767.911|1.082|43.082618|-96.17798
IA|19169|0500000US19169|00465273|Story County|1482884322|2860571|572.545|1.104|42.037538|-93.466093
IA|19171|0500000US19171|00465274|Tama County|1867410616|2769418|721.011|1.069|42.074848|-92.529411
IA|19173|0500000US19173|00465275|Taylor County|1377618896|7133364|531.902|2.754|40.737949|-94.697108
IA|19175|0500000US19175|00465276|Union County|1097235794|5575854|423.645|2.153|41.02855|-94.245091
IA|19177|0500000US19177|00465277|Van Buren County|1255605672|14880500|484.792|5.745|40.754117|-91.952943
IA|19179|0500000US19179|00465278|Wapello County|1118480950|10808726|431.848|4.173|41.031728|-92.409469
IA|19181|0500000US19181|00465279|Warren County|1475407677|8645722|569.658|3.338|41.332446|-93.568751
IA|19183|0500000US19183|00465280|Washington County|1473258536|5339036|568.828|2.061|41.329412|-91.725038
IA|19185|0500000US19185|00465281|Wayne County|1360957557|4272457|525.469|1.65|40.739983|-93.332613
IA|19187|0500000US19187|00465282|Webster County|1853665918|7269396|715.704|2.807|42.433579|-94.175831
IA|19189|0500000US19189|00465283|Winnebago County|1037261953|3182049|400.489|1.229|43.378124|-93.743488
IA|19191|0500000US19191|00465284|Winneshiek County|1786686752|745729|689.844|0.288|43.292989|-91.850788
IA|19193|0500000US19193|00465285|Woodbury County|2260790953|12793661|872.896|4.94|42.39322|-96.053296
IA|19195|0500000US19195|00465286|Worth County|1036314910|4709127|400.123|1.818|43.373491|-93.248533
IA|19197|0500000US19197|00465287|Wright County|1503260265|4703964|580.412|1.816|42.733007|-93.734735
KS|20001|0500000US20001|00484970|Allen County|1295764699|13021461|500.298|5.028|37.884228|-95.300945
KS|20003|0500000US20003|00484971|Anderson County|1501263987|10599677|579.641|4.093|38.215114|-95.292046
KS|20005|0500000US20005|00484972|Atchison County|1116736554|6851102|431.174|2.645|39.532544|-95.313397
KS|20007|0500000US20007|00484973|Barber County|2937240770|5411508|1134.075|2.089|37.222906|-98.685052
KS|20009|0500000US20009|00484974|Barton County|2318705426|13926861|895.257|5.377|38.481239|-98.767837
KS|20011|0500000US20011|00484975|Bourbon County|1645836650|9402851|635.461|3.63|37.8561|-94.850928
KS|20013|0500000US20013|00484976|Brown County|1478550069|3196147|570.871|1.234|39.825931|-95.569905
KS|20015|0500000US20015|00484977|Butler County|3702946822|43541350|1429.716|16.811|37.773649|-96.83884
KS|20017|0500000US20017|00484978|Chase County|2002198782|12091091|773.053|4.668|38.299475|-96.594029
KS|20019|0500000US20019|00484979|Chautauqua County|1654694141|15243773|638.881|5.886|37.154259|-96.245396
KS|20021|0500000US20021|00484980|Cherokee County|1521791040|8951463|587.567|3.456|37.169392|-94.845698
KS|20023|0500000US20023|00484981|Cheyenne County|2641501917|2738021|1019.89|1.057|39.789901|-101.727317
KS|20025|0500000US20025|00484982|Clark County|2524300305|6603384|974.638|2.55|37.233831|-99.813869
KS|20027|0500000US20027|00484983|Clay County|1671314410|26701337|645.298|10.309|39.344964|-97.168853
KS|20029|0500000US20029|00484984|Cloud County|1852726637|6859889|715.342|2.649|39.487329|-97.64139
KS|20031|0500000US20031|00484985|Coffey County|1623623917|70470783|626.885|27.209|38.23645|-95.729137
KS|20033|0500000US20033|00484986|Comanche County|2041681093|3604155|788.298|1.392|37.181442|-99.251293
KS|20035|0500000US20035|00484987|Cowley County|2915648167|17322935|1125.738|6.688|37.234507|-96.837247
KS|20037|0500000US20037|00484988|Crawford County|1527499259|13573630|589.771|5.241|37.505821|-94.853897
KS|20039|0500000US20039|00484989|Decatur County|2314199311|1631670|893.517|0.63|39.783542|-100.459708
KS|20041|0500000US20041|00484990|Dickinson County|2193895338|12632459|847.068|4.877|38.867735|-97.157943
KS|20043|0500000US20043|00484991|Doniphan County|1019096744|12433100|393.475|4.8|39.788502|-95.147225
KS|20045|0500000US20045|00484992|Douglas County|1180425346|48877790|455.765|18.872|38.896417|-95.290947
KS|20047|0500000US20047|00484993|Edwards County|1610699241|206413|621.894|0.08|37.883595|-99.304746
KS|20049|0500000US20049|00484994|Elk County|1668637024|16060836|644.264|6.201|37.456026|-96.244642
KS|20051|0500000US20051|00484995|Ellis County|2330818743|1140645|899.934|0.44|38.914597|-99.317313
KS|20053|0500000US20053|00484996|Ellsworth County|1853331057|19969759|715.575|7.71|38.700845|-98.205355
KS|20055|0500000US20055|00485326|Finney County|3372157837|1716370|1301.997|0.663|38.049808|-100.739967
KS|20057|0500000US20057|00484997|Ford County|2844508225|2097355|1098.271|0.81|37.68851|-99.884743
KS|20059|0500000US20059|00484998|Franklin County|1480893014|13882665|571.776|5.36|38.558019|-95.278962
KS|20061|0500000US20061|00484999|Geary County|996244649|51656413|384.652|19.945|39.002159|-96.768027
KS|20063|0500000US20063|00485000|Gove County|2775601943|245369|1071.666|0.095|38.917239|-100.48736
KS|20065|0500000US20065|00481811|Graham County|2327173849|599356|898.527|0.231|39.354972|-99.879894
KS|20067|0500000US20067|00485099|Grant County|1488745959|871232|574.808|0.336|37.547539|-101.299362
KS|20069|0500000US20069|00485001|Gray County|2250356175|1113338|868.867|0.43|37.744513|-100.451715
KS|20071|0500000US20071|00485002|Greeley County|2016057895|0|778.404|0.|38.480404|-101.80597
KS|20073|0500000US20073|00485003|Greenwood County|2961143632|24145018|1143.304|9.322|37.879347|-96.241732
KS|20075|0500000US20075|00485327|Hamilton County|2580958337|2893322|996.514|1.117|37.995244|-101.793689
KS|20077|0500000US20077|00485004|Harper County|2075290340|3899269|801.274|1.506|37.188184|-98.06659
KS|20079|0500000US20079|00485005|Harvey County|1397962400|2503283|539.756|0.967|38.050144|-97.436706
KS|20081|0500000US20081|00485328|Haskell County|1495772620|910409|577.521|0.352|37.555075|-100.879976
KS|20083|0500000US20083|00485006|Hodgeman County|2227369152|826344|859.992|0.319|38.087493|-99.898407
KS|20085|0500000US20085|00485007|Jackson County|1699600343|4666515|656.219|1.802|39.411096|-95.794492
KS|20087|0500000US20087|00485008|Jefferson County|1379494397|62293258|532.626|24.052|39.239606|-95.375326
KS|20089|0500000US20089|00485009|Jewell County|2356813567|11367163|909.971|4.389|39.777005|-98.222619
KS|20091|0500000US20091|00485010|Johnson County|1226684958|16313759|473.626|6.299|38.883907|-94.82233
KS|20093|0500000US20093|00485011|Kearny County|2254696668|1133601|870.543|0.438|37.994461|-101.308136
KS|20095|0500000US20095|00485012|Kingman County|2236245117|8391920|863.419|3.24|37.552951|-98.144529
KS|20097|0500000US20097|00485013|Kiowa County|1871627794|596764|722.64|0.23|37.561231|-99.286538
KS|20099|0500000US20099|00485014|Labette County|1671559656|20007242|645.393|7.725|37.191468|-95.297473
KS|20101|0500000US20101|00485015|Lane County|1858080232|551220|717.409|0.213|38.481286|-100.466185
KS|20103|0500000US20103|00485016|Leavenworth County|1200222660|14334292|463.409|5.535|39.189511|-95.038977
KS|20105|0500000US20105|00485017|Lincoln County|1863236803|2748358|719.4|1.061|39.047228|-98.214381
KS|20107|0500000US20107|00485018|Linn County|1538662700|31893230|594.081|12.314|38.216549|-94.844932
KS|20109|0500000US20109|00485019|Logan County|2779039726|274632|1072.993|0.106|38.907222|-101.156894
KS|20111|0500000US20111|00485020|Lyon County|2194956555|20563498|847.477|7.94|38.455403|-96.161641
KS|20113|0500000US20113|00485021|McPherson County|2326547455|6003326|898.285|2.318|38.395812|-97.647489
KS|20115|0500000US20115|00485022|Marion County|2445722714|24432823|944.299|9.434|38.359647|-97.102771
KS|20117|0500000US20117|00485023|Marshall County|2331450559|12735557|900.178|4.917|39.782709|-96.521243
KS|20119|0500000US20119|00485024|Meade County|2533222406|3258258|978.083|1.258|37.244252|-100.36063
KS|20121|0500000US20121|00485025|Miami County|1491523008|37231297|575.88|14.375|38.566771|-94.832966
KS|20123|0500000US20123|00485026|Mitchell County|1817632936|44979981|701.792|17.367|39.393026|-98.207362
KS|20125|0500000US20125|00485027|Montgomery County|1666900093|20430011|643.594|7.888|37.189537|-95.742403
KS|20127|0500000US20127|00485028|Morris County|1800929252|19545272|695.343|7.546|38.688204|-96.651448
KS|20129|0500000US20129|00485135|Morton County|1889993626|507796|729.731|0.196|37.185249|-101.809516
KS|20131|0500000US20131|00485029|Nemaha County|1858128460|5204922|717.427|2.01|39.791043|-96.005381
KS|20133|0500000US20133|00485030|Neosho County|1480129683|16350960|571.481|6.313|37.564283|-95.315682
KS|20135|0500000US20135|00485031|Ness County|2783562251|667491|1074.739|0.258|38.480437|-99.908745
KS|20137|0500000US20137|00485032|Norton County|2274122712|8421463|878.044|3.252|39.783867|-99.899235
KS|20139|0500000US20139|00485033|Osage County|1827253336|37137004|705.506|14.339|38.650215|-95.708255
KS|20141|0500000US20141|00485034|Osborne County|2311604913|4806274|892.516|1.856|39.348261|-98.767942
KS|20143|0500000US20143|00485035|Ottawa County|1866683180|1567629|720.73|0.605|39.137963|-97.654802
KS|20145|0500000US20145|00485036|Pawnee County|1953531643|992041|754.263|0.383|38.181477|-99.234772
KS|20147|0500000US20147|00485037|Phillips County|2294395632|22493383|885.871|8.685|39.784506|-99.34215
KS|20149|0500000US20149|00485038|Pottawatomie County|2177494712|54148195|840.735|20.907|39.382187|-96.337113
KS|20151|0500000US20151|00485039|Pratt County|1903740937|1771939|735.039|0.684|37.647594|-98.74012
KS|20153|0500000US20153|00485040|Rawlins County|2769775706|415527|1069.416|0.16|39.786198|-101.076738
KS|20155|0500000US20155|00485041|Reno County|3251230783|43517489|1255.307|16.802|37.948185|-98.078346
KS|20157|0500000US20157|00485042|Republic County|1857998457|7951909|717.377|3.07|39.828906|-97.650883
KS|20159|0500000US20159|00485043|Rice County|1880940794|4477982|726.235|1.729|38.347178|-98.201415
KS|20161|0500000US20161|00485044|Riley County|1579010814|32092077|609.66|12.391|39.29121|-96.727488
KS|20163|0500000US20163|00485045|Rooks County|2306454198|11962257|890.527|4.619|39.346006|-99.324492
KS|20165|0500000US20165|00485358|Rush County|1858997546|544720|717.763|0.21|38.523596|-99.309184
KS|20167|0500000US20167|00485046|Russell County|2295402847|34126776|886.26|13.176|38.91604|-98.770949
KS|20169|0500000US20169|00485047|Saline County|1865419247|2760903|720.242|1.066|38.791794|-97.651557
KS|20171|0500000US20171|00485048|Scott County|1858536842|306079|717.585|0.118|38.481877|-100.90636
KS|20173|0500000US20173|00485049|Sedgwick County|2582221916|31388805|997.001|12.119|37.681045|-97.461054
KS|20175|0500000US20175|00485050|Seward County|1656693260|1961444|639.653|0.757|37.172018|-100.848711
KS|20177|0500000US20177|00485051|Shawnee County|1408983539|30350116|544.012|11.718|39.041805|-95.755664
KS|20179|0500000US20179|00485052|Sheridan County|2320518310|647342|895.957|0.25|39.350547|-100.441228
KS|20181|0500000US20181|00485053|Sherman County|2735192873|548248|1056.064|0.212|39.351352|-101.719859
KS|20183|0500000US20183|00484969|Smith County|2319241789|3884267|895.464|1.5|39.78466|-98.785429
KS|20185|0500000US20185|00485054|Stafford County|2051389762|7435417|792.046|2.871|38.03563|-98.719889
KS|20187|0500000US20187|00485055|Stanton County|1762103366|178555|680.352|0.069|37.565932|-101.789383
KS|20189|0500000US20189|00485056|Stevens County|1884030822|28020|727.428|0.011|37.201639|-101.317421
KS|20191|0500000US20191|00481812|Sumner County|3060505650|8512875|1181.668|3.287|37.236665|-97.493379
KS|20193|0500000US20193|00485057|Thomas County|2783425522|288241|1074.687|0.111|39.357678|-101.093755
KS|20195|0500000US20195|00485058|Trego County|2303727352|26281953|889.474|10.148|38.921302|-99.865423
KS|20197|0500000US20197|00485059|Wabaunsee County|2057320865|13845234|794.336|5.346|38.955154|-96.201262
KS|20199|0500000US20199|00485060|Wallace County|2366348283|140936|913.652|0.054|38.926626|-101.771103
KS|20201|0500000US20201|00485061|Washington County|2317414347|10139473|894.759|3.915|39.776715|-97.09561
KS|20203|0500000US20203|00485062|Wichita County|1861078199|61987|718.566|0.024|38.483856|-101.346259
KS|20205|0500000US20205|00485063|Wilson County|1477388026|12046475|570.423|4.651|37.558515|-95.745175
KS|20207|0500000US20207|00485064|Woodson County|1289344338|19254559|497.819|7.434|37.888193|-95.758469
KS|20209|0500000US20209|00485065|Wyandotte County|392739387|11801596|151.638|4.557|39.1131|-94.763123
KY|21001|0500000US21001|00516847|Adair County|1049702547|18391920|405.292|7.101|37.1056|-85.281311
KY|21003|0500000US21003|00516848|Allen County|890240989|21079867|343.724|8.139|36.75077|-86.192458
KY|21005|0500000US21005|00516849|Anderson County|523850049|5244534|202.26|2.025|38.005396|-84.986417
KY|21007|0500000US21007|00516850|Ballard County|639973247|69635744|247.095|26.887|37.051323|-89.010367
KY|21009|0500000US21009|00516851|Barren County|1262269976|32723251|487.365|12.635|36.962805|-85.932108
KY|21011|0500000US21011|00516852|Bath County|719997079|15570645|277.992|6.012|38.152249|-83.737641
KY|21013|0500000US21013|00516853|Bell County|929803475|5484240|358.999|2.117|36.729214|-83.681062
KY|21015|0500000US21015|00516854|Boone County|637844401|26499419|246.273|10.231|38.9589|-84.736371
KY|21017|0500000US21017|00516855|Bourbon County|750448664|4820688|289.75|1.861|38.202562|-84.20986
KY|21019|0500000US21019|00516856|Boyd County|414051761|5571590|159.866|2.151|38.360003|-82.681406
KY|21021|0500000US21021|00516857|Boyle County|467067880|6486673|180.336|2.505|37.618104|-84.868352
KY|21023|0500000US21023|00516858|Bracken County|524900464|16279749|202.665|6.286|38.680365|-84.115235
KY|21025|0500000US21025|00516859|Breathitt County|1275367040|7370267|492.422|2.846|37.517826|-83.317169
KY|21027|0500000US21027|00516860|Breckinridge County|1475580270|41098837|569.725|15.868|37.789343|-86.436766
KY|21029|0500000US21029|00516861|Bullitt County|769456583|8224991|297.089|3.176|37.962736|-85.69981
KY|21031|0500000US21031|00516862|Butler County|1103624031|13891042|426.112|5.363|37.207013|-86.682471
KY|21033|0500000US21033|00516863|Caldwell County|893117873|8584484|344.835|3.314|37.148642|-87.870509
KY|21035|0500000US21035|00516864|Calloway County|996790191|66908686|384.863|25.834|36.620978|-88.274086
KY|21037|0500000US21037|00516865|Campbell County|391916805|20943965|151.32|8.087|38.946981|-84.379583
KY|21039|0500000US21039|00516866|Carlisle County|490706561|24648732|189.463|9.517|36.85718|-88.976614
KY|21041|0500000US21041|00516867|Carroll County|333331326|22186045|128.7|8.566|38.668394|-85.124024
KY|21043|0500000US21043|00516868|Carter County|1060593560|6782466|409.497|2.619|38.314094|-83.038988
KY|21045|0500000US21045|00516869|Casey County|1150621984|3842019|444.258|1.483|37.321962|-84.92822
KY|21047|0500000US21047|00516870|Christian County|1859076774|16184733|717.794|6.249|36.892059|-87.492986
KY|21049|0500000US21049|00516871|Clark County|653924824|6943409|252.482|2.681|37.970314|-84.145115
KY|21051|0500000US21051|00516872|Clay County|1215470276|4754891|469.296|1.836|37.164286|-83.715439
KY|21053|0500000US21053|00516873|Clinton County|510391736|21636751|197.063|8.354|36.727258|-85.136098
KY|21055|0500000US21055|00516874|Crittenden County|931272386|30377983|359.566|11.729|37.358149|-88.10501
KY|21057|0500000US21057|00516875|Cumberland County|790326355|14920720|305.147|5.761|36.782372|-85.388484
KY|21059|0500000US21059|00516876|Daviess County|1187244305|46809281|458.398|18.073|37.732004|-87.086829
KY|21061|0500000US21061|00516877|Edmonson County|784263755|13462745|302.806|5.198|37.227514|-86.218015
KY|21063|0500000US21063|00516878|Elliott County|606888294|2595856|234.321|1.002|38.116883|-83.096116
KY|21065|0500000US21065|00516879|Estill County|655477012|6549171|253.081|2.529|37.692449|-83.963983
KY|21067|0500000US21067|00516880|Fayette County|735175039|4440995|283.853|1.715|38.040638|-84.458238
KY|21069|0500000US21069|00516881|Fleming County|903057239|6844691|348.672|2.643|38.367848|-83.699205
KY|21071|0500000US21071|00516882|Floyd County|1018645942|6225824|393.301|2.404|37.546952|-82.734863
KY|21073|0500000US21073|00516883|Franklin County|538490297|10608228|207.912|4.096|38.234919|-84.868786
KY|21075|0500000US21075|00516884|Fulton County|533361443|64081847|205.932|24.742|36.552477|-89.187739
KY|21077|0500000US21077|00516885|Gallatin County|254548115|16451904|98.282|6.352|38.755663|-84.865143
KY|21079|0500000US21079|00516886|Garrard County|595502296|10414783|229.925|4.021|37.630162|-84.545856
KY|21081|0500000US21081|00516887|Grant County|668154707|7246424|257.976|2.798|38.649167|-84.625924
KY|21083|0500000US21083|00516888|Graves County|1429043464|13029520|551.757|5.031|36.723344|-88.649897
KY|21085|0500000US21085|00516889|Grayson County|1293793031|29766715|499.536|11.493|37.458577|-86.344011
KY|21087|0500000US21087|00516890|Green County|740640297|7328706|285.963|2.83|37.268101|-85.542157
KY|21089|0500000US21089|00516891|Greenup County|892134451|25863964|344.455|9.986|38.563562|-82.93382
KY|21091|0500000US21091|00516892|Hancock County|486076263|29131624|187.675|11.248|37.843325|-86.792761
KY|21093|0500000US21093|00516893|Hardin County|1615917097|16098306|623.909|6.216|37.695836|-85.963183
KY|21095|0500000US21095|00516894|Harlan County|1206493675|6013924|465.83|2.322|36.859223|-83.221497
KY|21097|0500000US21097|00516895|Harrison County|793722847|8855702|306.458|3.419|38.444578|-84.334131
KY|21099|0500000US21099|00516896|Hart County|1068809180|13410824|412.67|5.178|37.305827|-85.878443
KY|21101|0500000US21101|00516897|Henderson County|1130170431|75605391|436.361|29.191|37.792542|-87.572577
KY|21103|0500000US21103|00516898|Henry County|741386892|12616181|286.251|4.871|38.451383|-85.119647
KY|21105|0500000US21105|00516899|Hickman County|627634135|27735814|242.331|10.709|36.675896|-88.972084
KY|21107|0500000US21107|00516900|Hopkins County|1404616084|31313308|542.325|12.09|37.31107|-87.542196
KY|21109|0500000US21109|00516901|Jackson County|894134806|3328472|345.227|1.285|37.403458|-84.020576
KY|21111|0500000US21111|00516902|Jefferson County|986370141|43411287|380.84|16.761|38.189532|-85.657624
KY|21113|0500000US21113|00516903|Jessamine County|445772721|6115923|172.114|2.361|37.873291|-84.58396
KY|21115|0500000US21115|00516904|Johnson County|678488592|5619569|261.966|2.17|37.841205|-82.839439
KY|21117|0500000US21117|00516905|Kenton County|415373993|10181960|160.377|3.931|38.930503|-84.533438
KY|21119|0500000US21119|00516906|Knott County|910442825|3438036|351.524|1.327|37.354368|-82.952546
KY|21121|0500000US21121|00516907|Knox County|1000591234|3676008|386.33|1.419|36.8885|-83.855551
KY|21123|0500000US21123|00516908|Larue County|676156666|6655509|261.066|2.57|37.544462|-85.697349
KY|21125|0500000US21125|00516909|Laurel County|1123288299|25871307|433.704|9.989|37.113064|-84.119143
KY|21127|0500000US21127|00516910|Lawrence County|1076393642|11576697|415.598|4.47|38.072387|-82.733155
KY|21129|0500000US21129|00516911|Lee County|540843057|6309612|208.821|2.436|37.608075|-83.719228
KY|21131|0500000US21131|00516912|Leslie County|1038270181|9125308|400.878|3.523|37.087846|-83.388617
KY|21133|0500000US21133|00516913|Letcher County|875245150|2846760|337.934|1.099|37.118536|-82.861251
KY|21135|0500000US21135|00516914|Lewis County|1250595431|31872264|482.858|12.306|38.535047|-83.370143
KY|21137|0500000US21137|00516915|Lincoln County|862217449|9035340|332.904|3.489|37.457174|-84.658335
KY|21139|0500000US21139|00516916|Livingston County|810564943|75611581|312.961|29.194|37.209517|-88.363426
KY|21141|0500000US21141|00516917|Logan County|1430248787|12454413|552.222|4.809|36.859607|-86.881288
KY|21143|0500000US21143|00516918|Lyon County|553700580|110705475|213.785|42.744|37.027771|-88.087914
KY|21145|0500000US21145|00516925|McCracken County|644378827|49575607|248.796|19.141|37.054111|-88.712454
KY|21147|0500000US21147|00516926|McCreary County|1105170770|10976663|426.709|4.238|36.731136|-84.491052
KY|21149|0500000US21149|00516927|McLean County|654037064|9610577|252.525|3.711|37.526707|-87.265597
KY|21151|0500000US21151|00516919|Madison County|1134261765|13768083|437.941|5.316|37.726382|-84.278626
KY|21153|0500000US21153|00516920|Magoffin County|798864854|1848997|308.443|0.714|37.698983|-83.069721
KY|21155|0500000US21155|00516921|Marion County|889800928|8555388|343.554|3.303|37.552604|-85.268959
KY|21157|0500000US21157|00516922|Marshall County|782502722|98534935|302.126|38.045|36.882017|-88.332752
KY|21159|0500000US21159|00516923|Martin County|594775692|2561301|229.644|0.989|37.796774|-82.506623
KY|21161|0500000US21161|00516924|Mason County|621926396|16274511|240.127|6.284|38.594137|-83.828125
KY|21163|0500000US21163|00516928|Meade County|791150775|49053954|305.465|18.94|37.967476|-86.200863
KY|21165|0500000US21165|00516929|Menifee County|527163325|6204565|203.539|2.396|37.935485|-83.589355
KY|21167|0500000US21167|00516930|Mercer County|645898182|10166126|249.383|3.925|37.812085|-84.879695
KY|21169|0500000US21169|00516931|Metcalfe County|750193210|3985176|289.651|1.539|36.992273|-85.633548
KY|21171|0500000US21171|00516932|Monroe County|853335721|6686907|329.475|2.582|36.714077|-85.713508
KY|21173|0500000US21173|00516933|Montgomery County|511204129|3784712|197.377|1.461|38.038109|-83.912416
KY|21175|0500000US21175|00516934|Morgan County|987053727|6950467|381.104|2.684|37.92294|-83.258944
KY|21177|0500000US21177|00516935|Muhlenberg County|1210250944|31389060|467.281|12.119|37.213816|-87.134092
KY|21179|0500000US21179|00516936|Nelson County|1084391553|13960877|418.686|5.39|37.80312|-85.465931
KY|21181|0500000US21181|00516937|Nicholas County|505839858|3936677|195.306|1.52|38.338031|-84.026223
KY|21183|0500000US21183|00516938|Ohio County|1520571185|23650880|587.096|9.132|37.478235|-86.840642
KY|21185|0500000US21185|00516939|Oldham County|485089213|23440360|187.294|9.05|38.400391|-85.456118
KY|21187|0500000US21187|00516940|Owen County|907758017|9735471|350.487|3.759|38.499416|-84.841574
KY|21189|0500000US21189|00516941|Owsley County|511268799|2299986|197.402|0.888|37.423622|-83.691637
KY|21191|0500000US21191|00516942|Pendleton County|717810241|12332855|277.148|4.762|38.696284|-84.351943
KY|21193|0500000US21193|00516943|Perry County|879880334|7473924|339.724|2.886|37.241282|-83.217772
KY|21195|0500000US21195|00516944|Pike County|2036305616|6073021|786.222|2.345|37.486031|-82.410912
KY|21197|0500000US21197|00516945|Powell County|463508968|3003167|178.962|1.16|37.809562|-83.831234
KY|21199|0500000US21199|00516946|Pulaski County|1704487530|49333692|658.106|19.048|37.10732|-84.577001
KY|21201|0500000US21201|00516947|Robertson County|257938636|1333016|99.591|0.515|38.513473|-84.06423
KY|21203|0500000US21203|00516948|Rockcastle County|819904087|3961377|316.567|1.529|37.36105|-84.314368
KY|21205|0500000US21205|00516949|Rowan County|724888651|16537403|279.881|6.385|38.204266|-83.428079
KY|21207|0500000US21207|00516950|Russell County|655941448|76703034|253.26|29.615|36.990587|-85.05495
KY|21209|0500000US21209|00516951|Scott County|730879891|8341691|282.194|3.221|38.28571|-84.57834
KY|21211|0500000US21211|00516952|Shelby County|983665649|15197384|379.795|5.868|38.239011|-85.228247
KY|21213|0500000US21213|00516953|Simpson County|606536665|5905515|234.185|2.28|36.739549|-86.581406
KY|21215|0500000US21215|00516954|Spencer County|483475385|12915176|186.671|4.987|38.025313|-85.317312
KY|21217|0500000US21217|00516955|Taylor County|690018321|26944694|266.418|10.403|37.37013|-85.315711
KY|21219|0500000US21219|00516956|Todd County|969997987|6572793|374.518|2.538|36.840338|-87.183642
KY|21221|0500000US21221|00516957|Trigg County|1143305428|103336728|441.433|39.899|36.807681|-87.858652
KY|21223|0500000US21223|00516958|Trimble County|382724389|21257026|147.771|8.207|38.62004|-85.351208
KY|21225|0500000US21225|00516959|Union County|888050075|52667331|342.878|20.335|37.658029|-87.95165
KY|21227|0500000US21227|00516960|Warren County|1403122122|15062904|541.749|5.816|36.995634|-86.423579
KY|21229|0500000US21229|00516961|Washington County|769968111|10133566|297.286|3.913|37.754209|-85.175416
KY|21231|0500000US21231|00516962|Wayne County|1186326545|67647951|458.043|26.119|36.800772|-84.82659
KY|21233|0500000US21233|00516963|Webster County|859945923|9397392|332.027|3.628|37.520483|-87.685233
KY|21235|0500000US21235|00516964|Whitley County|1134210815|18640394|437.921|7.197|36.758024|-84.144648
KY|21237|0500000US21237|00516965|Wolfe County|575390046|1534248|222.159|0.592|37.743893|-83.49511
KY|21239|0500000US21239|00516966|Woodford County|490993893|6380153|189.574|2.463|38.043103|-84.748855
LA|22001|0500000US22001|00558389|Acadia Parish|1697073803|5934788|655.244|2.291|30.291497|-92.411037
LA|22003|0500000US22003|00558397|Allen Parish|1973790925|10455559|762.085|4.037|30.652744|-92.819605
LA|22005|0500000US22005|00558403|Ascension Parish|751104001|32882680|290.003|12.696|30.206925|-90.913301
LA|22007|0500000US22007|00558414|Assumption Parish|891003464|67111375|344.018|25.912|29.9033|-91.065219
LA|22009|0500000US22009|00558424|Avoyelles Parish|2153220017|88761325|831.363|34.271|31.088503|-91.983275
LA|22011|0500000US22011|00558436|Beauregard Parish|2997854121|21942927|1157.478|8.472|30.645018|-93.340253
LA|22013|0500000US22013|00558445|Bienville Parish|2101328090|28015285|811.327|10.817|32.340952|-93.041151
LA|22015|0500000US22015|00558453|Bossier Parish|2174607049|70690680|839.621|27.294|32.693317|-93.631366
LA|22017|0500000US22017|00558458|Caddo Parish|2277984177|148927893|879.535|57.501|32.580106|-93.88497
LA|22019|0500000US22019|00558468|Calcasieu Parish|2756236673|77635798|1064.189|29.975|30.229559|-93.358015
LA|22021|0500000US22021|00558477|Caldwell Parish|1372098436|29104196|529.77|11.237|32.101219|-92.114231
LA|22023|0500000US22023|00558488|Cameron Parish|3342913086|1673176842|1290.706|646.017|29.870071|-93.161272
LA|22025|0500000US22025|00558495|Catahoula Parish|1836953682|78178416|709.252|30.185|31.66705|-91.844779
